time_index,session_id,scenario,voltage,current,energy_kwh
33,S_BYPASS_1,meter_bypass,230.59,31.81,0.00696
34,S_BYPASS_1,meter_bypass,230.49,32.05,0.00716
35,S_BYPASS_1,meter_bypass,230.17,31.71,0.00737
36,S_BYPASS_1,meter_bypass,230.28,31.99,0.00757
37,S_BYPASS_1,meter_bypass,230.28,31.76,0.00777
38,S_BYPASS_1,meter_bypass,230.25,31.96,0.00798
39,S_BYPASS_1,meter_bypass,229.93,31.86,0.00818
40,S_BYPASS_1,meter_bypass,230.5,32.11,0.00839
41,S_BYPASS_1,meter_bypass,230.41,32.06,0.00859
42,S_BYPASS_1,meter_bypass,230.05,32.03,0.0088
43,S_BYPASS_1,meter_bypass,230.95,32.0,0.009
44,S_BYPASS_1,meter_bypass,230.66,31.96,0.00921
45,S_BYPASS_1,meter_bypass,230.57,32.28,0.00941
46,S_BYPASS_1,meter_bypass,229.84,32.18,0.00962
47,S_BYPASS_1,meter_bypass,229.94,32.21,0.00983
48,S_BYPASS_1,meter_bypass,229.34,31.85,0.01003
49,S_BYPASS_1,meter_bypass,228.95,31.78,0.01023
50,S_BYPASS_1,meter_bypass,230.52,31.9,0.01043
51,S_BYPASS_1,meter_bypass,229.5,31.74,0.01064
52,S_BYPASS_1,meter_bypass,229.86,32.16,0.01084
53,S_BYPASS_1,meter_bypass,230.19,31.83,0.01105
54,S_BYPASS_1,meter_bypass,230.12,31.88,0.01125
55,S_BYPASS_1,meter_bypass,230.15,31.95,0.01145
56,S_BYPASS_1,meter_bypass,230.1,31.77,0.01166
57,S_BYPASS_1,meter_bypass,231.19,32.04,0.01186
58,S_BYPASS_1,meter_bypass,230.99,32.19,0.01207
59,S_BYPASS_1,meter_bypass,230.03,32.01,0.01227
0,S_BYPASS_2,meter_bypass,229.85,32.02,0.0002
1,S_BYPASS_2,meter_bypass,229.83,31.9,0.00041
2,S_BYPASS_2,meter_bypass,229.4,32.04,0.00061
3,S_BYPASS_2,meter_bypass,230.73,32.1,0.00082
4,S_BYPASS_2,meter_bypass,229.86,31.6,0.00102
5,S_BYPASS_2,meter_bypass,228.77,32.18,0.00122
6,S_BYPASS_2,meter_bypass,230.01,31.77,0.00143
7,S_BYPASS_2,meter_bypass,230.45,31.93,0.00163
8,S_BYPASS_2,meter_bypass,229.1,32.2,0.00184
9,S_BYPASS_2,meter_bypass,230.14,31.82,0.00204
10,S_BYPASS_2,meter_bypass,229.37,32.19,0.00225
11,S_BYPASS_2,meter_bypass,231.0,32.01,0.00245
12,S_BYPASS_2,meter_bypass,230.99,32.1,0.00266
13,S_BYPASS_2,meter_bypass,229.43,31.99,0.00286
14,S_BYPASS_2,meter_bypass,229.55,32.07,0.00306
15,S_BYPASS_2,meter_bypass,229.54,32.12,0.00327
16,S_BYPASS_2,meter_bypass,230.13,31.96,0.00347
17,S_BYPASS_2,meter_bypass,230.04,32.0,0.00368
18,S_BYPASS_2,meter_bypass,230.89,32.07,0.00388
19,S_BYPASS_2,meter_bypass,229.66,32.23,0.00409
20,S_BYPASS_2,meter_bypass,229.92,32.2,0.0043
21,S_BYPASS_2,meter_bypass,230.14,32.12,0.0045
22,S_BYPASS_2,meter_bypass,230.41,32.18,0.00471
23,S_BYPASS_2,meter_bypass,229.92,32.12,0.00491
24,S_BYPASS_2,meter_bypass,230.1,31.94,0.00512
25,S_BYPASS_2,meter_bypass,229.99,31.9,0.00532
26,S_BYPASS_2,meter_bypass,230.49,32.28,0.00553
27,S_BYPASS_2,meter_bypass,230.08,31.92,0.00573
28,S_BYPASS_2,meter_bypass,230.92,31.79,0.00593
29,S_BYPASS_2,meter_bypass,229.56,32.14,0.00614
30,S_BYPASS_2,meter_bypass,229.37,31.69,0.00634
31,S_BYPASS_2,meter_bypass,229.97,32.17,0.00655
32,S_BYPASS_2,meter_bypass,229.39,31.96,0.00675
33,S_BYPASS_2,meter_bypass,229.08,32.25,0.00696
34,S_BYPASS_2,meter_bypass,229.56,32.24,0.00716
35,S_BYPASS_2,meter_bypass,230.54,32.01,0.00737
36,S_BYPASS_2,meter_bypass,230.43,31.92,0.00757
37,S_BYPASS_2,meter_bypass,229.96,31.98,0.00777
38,S_BYPASS_2,meter_bypass,229.56,32.13,0.00798
39,S_BYPASS_2,meter_bypass,230.29,31.85,0.00818
40,S_BYPASS_2,meter_bypass,230.12,31.94,0.00839
41,S_BYPASS_2,meter_bypass,230.61,32.28,0.00859
42,S_BYPASS_2,meter_bypass,230.04,32.34,0.0088
43,S_BYPASS_2,meter_bypass,230.29,32.02,0.00901
44,S_BYPASS_2,meter_bypass,229.49,32.24,0.00921
45,S_BYPASS_2,meter_bypass,229.84,32.23,0.00942
46,S_BYPASS_2,meter_bypass,229.62,32.06,0.00962
47,S_BYPASS_2,meter_bypass,230.97,31.89,0.00983
48,S_BYPASS_2,meter_bypass,229.69,31.84,0.01003
49,S_BYPASS_2,meter_bypass,229.99,31.98,0.01023
50,S_BYPASS_2,meter_bypass,229.67,32.3,0.01044
51,S_BYPASS_2,meter_bypass,229.89,31.78,0.01064
52,S_BYPASS_2,meter_bypass,230.84,31.65,0.01085
53,S_BYPASS_2,meter_bypass,231.29,32.32,0.01105
54,S_BYPASS_2,meter_bypass,229.32,31.95,0.01126
55,S_BYPASS_2,meter_bypass,230.24,32.29,0.01146
56,S_BYPASS_2,meter_bypass,228.83,31.97,0.01167
57,S_BYPASS_2,meter_bypass,230.13,31.76,0.01187
58,S_BYPASS_2,meter_bypass,229.33,31.81,0.01207
59,S_BYPASS_2,meter_bypass,230.35,32.08,0.01228
0,S_BYPASS_3,meter_bypass,230.22,32.1,0.00021
1,S_BYPASS_3,meter_bypass,230.42,31.97,0.00041
2,S_BYPASS_3,meter_bypass,229.93,32.33,0.00062
3,S_BYPASS_3,meter_bypass,230.82,32.2,0.00082
4,S_BYPASS_3,meter_bypass,228.9,32.02,0.00103
5,S_BYPASS_3,meter_bypass,231.14,31.71,0.00123
6,S_BYPASS_3,meter_bypass,229.58,31.78,0.00143
7,S_BYPASS_3,meter_bypass,230.9,32.15,0.00164
8,S_BYPASS_3,meter_bypass,229.01,32.06,0.00184
9,S_BYPASS_3,meter_bypass,230.59,32.37,0.00205
10,S_BYPASS_3,meter_bypass,229.9,32.32,0.00226
11,S_BYPASS_3,meter_bypass,230.59,32.05,0.00246
12,S_BYPASS_3,meter_bypass,230.14,32.05,0.00267
13,S_BYPASS_3,meter_bypass,229.76,31.94,0.00287
14,S_BYPASS_3,meter_bypass,230.12,32.14,0.00308
15,S_BYPASS_3,meter_bypass,231.24,31.81,0.00328
16,S_BYPASS_3,meter_bypass,230.69,32.25,0.00349
17,S_BYPASS_3,meter_bypass,229.93,32.05,0.00369
18,S_BYPASS_3,meter_bypass,230.34,31.99,0.0039
19,S_BYPASS_3,meter_bypass,229.33,31.87,0.0041
20,S_BYPASS_3,meter_bypass,230.12,31.93,0.0043
21,S_BYPASS_3,meter_bypass,229.13,31.96,0.00451
22,S_BYPASS_3,meter_bypass,230.43,31.92,0.00471
23,S_BYPASS_3,meter_bypass,229.62,31.83,0.00491
24,S_BYPASS_3,meter_bypass,229.98,32.23,0.00512
25,S_BYPASS_3,meter_bypass,229.95,31.76,0.00532
26,S_BYPASS_3,meter_bypass,230.05,31.96,0.00553
27,S_BYPASS_3,meter_bypass,230.93,31.92,0.00573
28,S_BYPASS_3,meter_bypass,230.31,32.03,0.00594
29,S_BYPASS_3,meter_bypass,229.84,31.89,0.00614
30,S_BYPASS_3,meter_bypass,229.93,32.16,0.00635
31,S_BYPASS_3,meter_bypass,229.98,32.08,0.00655
32,S_BYPASS_3,meter_bypass,229.96,32.07,0.00676
33,S_BYPASS_3,meter_bypass,229.88,32.63,0.00696
34,S_BYPASS_3,meter_bypass,230.89,31.72,0.00717
35,S_BYPASS_3,meter_bypass,230.44,31.87,0.00737
36,S_BYPASS_3,meter_bypass,229.91,32.04,0.00758
37,S_BYPASS_3,meter_bypass,229.74,31.88,0.00778
38,S_BYPASS_3,meter_bypass,229.82,32.24,0.00799
39,S_BYPASS_3,meter_bypass,229.98,31.99,0.00819
40,S_BYPASS_3,meter_bypass,229.93,31.77,0.00839
41,S_BYPASS_3,meter_bypass,230.63,32.35,0.0086
42,S_BYPASS_3,meter_bypass,229.86,31.83,0.0088
43,S_BYPASS_3,meter_bypass,229.59,31.5,0.009
44,S_BYPASS_3,meter_bypass,229.66,31.91,0.00921
45,S_BYPASS_3,meter_bypass,229.38,32.2,0.00941
46,S_BYPASS_3,meter_bypass,230.39,32.28,0.00962
47,S_BYPASS_3,meter_bypass,229.73,31.96,0.00982
48,S_BYPASS_3,meter_bypass,229.85,31.68,0.01003
49,S_BYPASS_3,meter_bypass,229.43,32.29,0.01023
50,S_BYPASS_3,meter_bypass,229.31,32.03,0.01044
51,S_BYPASS_3,meter_bypass,230.07,32.1,0.01064
52,S_BYPASS_3,meter_bypass,229.71,32.16,0.01085
53,S_BYPASS_3,meter_bypass,230.04,31.98,0.01105
54,S_BYPASS_3,meter_bypass,230.24,31.89,0.01125
55,S_BYPASS_3,meter_bypass,229.97,31.77,0.01146
56,S_BYPASS_3,meter_bypass,230.64,32.29,0.01166
57,S_BYPASS_3,meter_bypass,230.46,32.21,0.01187
58,S_BYPASS_3,meter_bypass,230.41,32.33,0.01208
59,S_BYPASS_3,meter_bypass,230.12,32.09,0.01228
0,S_GHOST_1,ghost_injection,230.59,32.19,0.0032
1,S_GHOST_1,ghost_injection,229.51,32.21,0.00639
2,S_GHOST_1,ghost_injection,229.06,32.2,0.00957
3,S_GHOST_1,ghost_injection,229.78,31.88,0.01276
4,S_GHOST_1,ghost_injection,230.73,32.06,0.01597
5,S_GHOST_1,ghost_injection,229.96,31.88,0.01916
6,S_GHOST_1,ghost_injection,229.18,31.94,0.02234
7,S_GHOST_1,ghost_injection,229.78,31.9,0.02554
8,S_GHOST_1,ghost_injection,229.08,31.83,0.02872
9,S_GHOST_1,ghost_injection,230.1,31.83,0.03191
10,S_GHOST_1,ghost_injection,231.06,32.08,0.03512
11,S_GHOST_1,ghost_injection,230.85,32.23,0.03833
12,S_GHOST_1,ghost_injection,230.82,32.58,0.04153
13,S_GHOST_1,ghost_injection,229.17,31.58,0.04472
14,S_GHOST_1,ghost_injection,229.87,31.91,0.04791
15,S_GHOST_1,ghost_injection,230.45,32.14,0.05111
16,S_GHOST_1,ghost_injection,229.27,31.98,0.0543
17,S_GHOST_1,ghost_injection,229.94,32.18,0.05749
18,S_GHOST_1,ghost_injection,230.31,32.15,0.06069
19,S_GHOST_1,ghost_injection,229.23,31.84,0.06387
20,S_GHOST_1,ghost_injection,229.45,32.22,0.06706
21,S_GHOST_1,ghost_injection,229.81,31.8,0.07025
22,S_GHOST_1,ghost_injection,229.81,31.86,0.07344
23,S_GHOST_1,ghost_injection,229.59,32.12,0.07663
24,S_GHOST_1,ghost_injection,230.71,32.01,0.07984
25,S_GHOST_1,ghost_injection,230.09,31.66,0.08303
26,S_GHOST_1,ghost_injection,229.63,32.04,0.08622
27,S_GHOST_1,ghost_injection,230.08,31.99,0.08942
28,S_GHOST_1,ghost_injection,230.78,32.03,0.09262
29,S_GHOST_1,ghost_injection,230.29,32.03,0.09582
30,S_GHOST_1,ghost_injection,230.84,31.99,0.09903
31,S_GHOST_1,ghost_injection,230.3,31.57,0.10222
32,S_GHOST_1,ghost_injection,229.56,31.6,0.10541
33,S_GHOST_1,ghost_injection,229.86,32.06,0.10861
34,S_GHOST_1,ghost_injection,229.99,32.01,0.1118
35,S_GHOST_1,ghost_injection,230.11,32.38,0.115
36,S_GHOST_1,ghost_injection,230.73,31.83,0.1182
37,S_GHOST_1,ghost_injection,229.57,32.08,0.12139
38,S_GHOST_1,ghost_injection,229.17,32.25,0.12457
39,S_GHOST_1,ghost_injection,228.72,31.99,0.12775
40,S_GHOST_1,ghost_injection,230.9,32.31,0.13096
41,S_GHOST_1,ghost_injection,229.84,32.48,0.13415
42,S_GHOST_1,ghost_injection,229.55,32.31,0.13734
43,S_GHOST_1,ghost_injection,229.55,31.85,0.14052
44,S_GHOST_1,ghost_injection,230.13,31.63,0.14372
45,S_GHOST_1,ghost_injection,229.33,31.82,0.14691
46,S_GHOST_1,ghost_injection,230.63,31.97,0.15011
47,S_GHOST_1,ghost_injection,230.26,31.52,0.15331
48,S_GHOST_1,ghost_injection,229.54,32.33,0.15649
49,S_GHOST_1,ghost_injection,230.52,31.45,0.1597
50,S_GHOST_1,ghost_injection,230.18,32.09,0.16289
51,S_GHOST_1,ghost_injection,230.58,31.93,0.1661
52,S_GHOST_1,ghost_injection,230.98,31.68,0.1693
53,S_GHOST_1,ghost_injection,230.19,32.09,0.1725
54,S_GHOST_1,ghost_injection,229.57,31.88,0.17569
55,S_GHOST_1,ghost_injection,230.95,31.9,0.1789
56,S_GHOST_1,ghost_injection,230.54,32.1,0.1821
57,S_GHOST_1,ghost_injection,230.56,31.96,0.1853
58,S_GHOST_1,ghost_injection,230.5,31.91,0.1885
59,S_GHOST_1,ghost_injection,229.47,31.86,0.19169
0,S_GHOST_2,ghost_injection,230.71,31.95,0.0032
1,S_GHOST_2,ghost_injection,229.74,31.99,0.0064
2,S_GHOST_2,ghost_injection,229.7,32.21,0.00959
3,S_GHOST_2,ghost_injection,230.37,32.22,0.01279
4,S_GHOST_2,ghost_injection,229.94,31.56,0.01598
5,S_GHOST_2,ghost_injection,231.45,32.31,0.01919
6,S_GHOST_2,ghost_injection,230.93,31.82,0.0224
7,S_GHOST_2,ghost_injection,229.41,31.69,0.02559
8,S_GHOST_2,ghost_injection,230.11,31.98,0.02878
9,S_GHOST_2,ghost_injection,230.46,32.25,0.03198
10,S_GHOST_2,ghost_injection,230.27,32.25,0.03518
11,S_GHOST_2,ghost_injection,229.93,32.21,0.03838
12,S_GHOST_2,ghost_injection,230.69,31.81,0.04158
13,S_GHOST_2,ghost_injection,229.8,31.74,0.04477
14,S_GHOST_2,ghost_injection,230.3,31.88,0.04797
15,S_GHOST_2,ghost_injection,230.73,31.94,0.05117
16,S_GHOST_2,ghost_injection,230.56,32.13,0.05438
17,S_GHOST_2,ghost_injection,230.17,31.97,0.05757
18,S_GHOST_2,ghost_injection,230.16,31.87,0.06077
19,S_GHOST_2,ghost_injection,230.17,32.03,0.06397
20,S_GHOST_2,ghost_injection,230.32,32.06,0.06717
21,S_GHOST_2,ghost_injection,230.75,31.72,0.07037
22,S_GHOST_2,ghost_injection,230.15,32.08,0.07357
23,S_GHOST_2,ghost_injection,229.91,32.04,0.07676
24,S_GHOST_2,ghost_injection,229.79,32.41,0.07995
25,S_GHOST_2,ghost_injection,230.56,31.93,0.08315
26,S_GHOST_2,ghost_injection,229.31,32.09,0.08634
27,S_GHOST_2,ghost_injection,229.3,31.89,0.08952
28,S_GHOST_2,ghost_injection,229.64,31.98,0.09271
29,S_GHOST_2,ghost_injection,230.1,31.89,0.09591
30,S_GHOST_2,ghost_injection,230.4,32.0,0.09911
31,S_GHOST_2,ghost_injection,229.66,31.98,0.1023
32,S_GHOST_2,ghost_injection,229.36,32.37,0.10548
33,S_GHOST_2,ghost_injection,229.97,32.27,0.10868
34,S_GHOST_2,ghost_injection,229.63,32.19,0.11187
35,S_GHOST_2,ghost_injection,229.89,31.82,0.11506
36,S_GHOST_2,ghost_injection,229.98,31.98,0.11825
37,S_GHOST_2,ghost_injection,230.49,31.95,0.12146
38,S_GHOST_2,ghost_injection,230.2,31.9,0.12465
39,S_GHOST_2,ghost_injection,230.29,32.0,0.12785
40,S_GHOST_2,ghost_injection,230.49,32.17,0.13105
41,S_GHOST_2,ghost_injection,230.52,31.91,0.13425
42,S_GHOST_2,ghost_injection,229.72,31.96,0.13745
43,S_GHOST_2,ghost_injection,229.41,32.18,0.14063
44,S_GHOST_2,ghost_injection,229.81,32.15,0.14382
45,S_GHOST_2,ghost_injection,229.96,31.95,0.14702
46,S_GHOST_2,ghost_injection,229.46,31.87,0.1502
47,S_GHOST_2,ghost_injection,230.37,32.03,0.1534
48,S_GHOST_2,ghost_injection,229.16,31.94,0.15659
49,S_GHOST_2,ghost_injection,230.12,31.74,0.15978
50,S_GHOST_2,ghost_injection,229.93,32.09,0.16298
51,S_GHOST_2,ghost_injection,229.79,31.75,0.16617
52,S_GHOST_2,ghost_injection,230.22,31.84,0.16936
53,S_GHOST_2,ghost_injection,230.03,32.22,0.17256
54,S_GHOST_2,ghost_injection,230.21,31.78,0.17576
55,S_GHOST_2,ghost_injection,229.65,32.03,0.17895
56,S_GHOST_2,ghost_injection,229.91,31.98,0.18214
57,S_GHOST_2,ghost_injection,230.48,32.33,0.18534
58,S_GHOST_2,ghost_injection,229.75,31.9,0.18853
59,S_GHOST_2,ghost_injection,229.87,32.17,0.19172
